col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,photo_url,jersey_number,hometown,nationality,nba_status
T.J. Wainwright,PG,6-3,195,Pacific,Sr,-,Culver City (CA),Westchester High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wainwright_TJ_rmu22.jpg,10.0,"Culver City, California",United States,Draft Eligible in 2026
Eze Wali,G,6-1,185,The Citadel,So,-,Providence (RI),Pomfret School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wali_Eze_cit24.jpg,5.0,"Providence, Rhode Island",United States,Draft Eligible in 2028
Ashton Walker,GF,6-5,190,La Salle,Fr,-,Virginia Beach (VA),Catholic High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/235613.png,1.0,"Virginia Beach, Virginia",United States,Draft Eligible in 2029
Brandon Walker,F,6-8,255,Mississippi State,Sr,"Jul 17, 2004",Oak Cliff (TX),Oak Cliff Faith Family Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Brandon_texarl22.jpg,4.0,"Oak Cliff, Texas",United States,Draft Eligible in 2026
Caleb Walker,C,6-9,240,Air Force,Jr,-,Jefferson City (MO),Eugene High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Caleb_aa23.jpg,10.0,"Jefferson City, Missouri",United States,Draft Eligible in 2027
Chase Walker,F,6-9,280,Illinois State,Jr,-,Columbus (OH),Saint Charles Preparatory School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Chase_ilst24.jpg,35.0,"Columbus, Ohio",United States,Draft Eligible in 2027
Chris Walker,G,6-6,195,Illinois-Chicago,Sr,-,Wellington (FL),Wellington Community High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Chris_lr21.jpg,13.0,"Wellington, Florida",United States,Draft Eligible in 2026
E.J. Walker,F,6-7,253,South Carolina,Fr,-,Erlanger (KY),Lloyd Memorial High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_EJ_socar25.jpg,6.0,"Erlanger, Kentucky",United States,Draft Eligible in 2029
Isaiah Walker,F,6-5,200,Xavier,Sr,-,Wyoming (OH),Wyoming High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Isaiah_bel21.jpg,7.0,"Wyoming, Ohio",United States,Draft Eligible in 2026
Jacob Walker,G,6-1,185,Sam Houston State,Fr,-,Memphis (TN),Sunrise Christian Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Jacob_sh25.jpg,55.0,"Memphis, Tennessee",United States,Draft Eligible in 2029
Jasteven Walker,C,6-10,190,Alabama State,Jr,-,Somerville (TN),Fayette-Ware High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Jasteven_alst22.jpg,25.0,"Somerville, Tennessee",United States,Draft Eligible in 2027
Jayan Walker,G,6-6,200,Indiana State,So,-,Raleigh (NC),COMBINE Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Jayan_inst24.jpg,2.0,"Raleigh, North Carolina",United States,Draft Eligible in 2028
"Ramon Walker, Jr.",F,6-5,215,Houston,Sr,-,Houston (TX),Shadow Creek High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Ramon_hou21.jpg,3.0,"Houston, Texas",United States,Draft Eligible in 2026
King Walker,GF,6-6,186,North Alabama,Fr,-,Detroit (MI),Loomis Chaffee School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_King_nal24.jpg,55.0,"Detroit, Michigan",United States,Draft Eligible in 2029
Kobe Walker,C,6-10,N/A,Valparaiso,Fr,-,Normal (IL),Normal Community High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Kobe_valpo25.jpg,15.0,"Normal, Illinois",United States,Draft Eligible in 2029
Leland Walker,G,6-1,185,Wyoming,Sr,"Apr 12, 2003",Indianapolis (IN),Hargrave Military Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Leland_eku22.jpg,5.0,"Indianapolis, Indiana",United States,Draft Eligible in 2026
Lewis Walker,F,6-6,230,North Carolina A&T,Fr,-,Winston-Salem (NC),N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Lewis_umass24.jpg,5.0,"Winston-Salem, North Carolina",United States,Draft Eligible in 2029
Lureon Walker,G,6-5,190,North Carolina A&T,Jr,-,Durham (NC),Good Better Best Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/200863.png,0.0,"Durham, North Carolina",United States,Draft Eligible in 2027
Myles Walker,G,5-9,N/A,Nevada,Fr,-,Riverside (CA),Eleanor Roosevelt High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/227363.png,2.0,"Riverside, California",United States,Draft Eligible in 2029
Nash Walker,G,6-6,190,Marquette,Fr,"Sep 25, 2007",Smithton (TAS),NBA Global Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Nash_marq25.jpg,1.0,"Smithton, Australia",Australia,Draft Eligible in 2029
Simon Walker,F,6-4,195,Auburn,Fr,-,Huntsville (AL),Huntsville High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/200984.png,10.0,"Huntsville, Alabama",United States,Draft Eligible in 2029
Stephaun Walker,F,6-7,220,Old Dominion,Sr,-,Washington (DC),Coolidge High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Stephaun_rmu22.jpg,1.0,"Washington, District of Columbia",United States,Draft Eligible in 2026
Zion Walker,G,6-2,205,Radford,So,-,Burlington (NC),The Burlington School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walker_Zion_rad24.jpg,1.0,"Burlington, North Carolina",United States,Draft Eligible in 2028
Ashton Wallace,G,6-3,180,Lafayette,Fr,-,Cedar Hills (UT),American Fork High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/252100.png,20.0,"Cedar Hills, Utah",United States,Draft Eligible in 2029
Cam Wallace,SG,6-4,185,Temple,Fr,-,Norristown (PA),Westtown School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/234103.png,7.0,"Norristown, Pennsylvania",United States,Draft Eligible in 2029
Cameron Wallace,SF,6-7,210,Little Rock,Jr,-,Little Rock (AR),Parkview Arts and Science Magnet High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wallace_Cameron_cark22.jpg,24.0,"Little Rock, Arkansas",United States,Draft Eligible in 2027
Courtney Wallace,G,6-2,195,Yale,Fr,-,Pittsburgh (PA),The Neighborhood Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/250736.png,0.0,"Pittsburgh, Pennsylvania",United States,Draft Eligible in 2029
Vijay Wallace,F,6-6,175,Arizona State,Jr,-,Chicago (IL),Walter H. Dyett High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wallace_Vijay_asu25.jpg,7.0,"Chicago, Illinois",United States,Draft Eligible in 2027
Ben Waller,F,6-5,N/A,UC Riverside,Fr,"Aug 25, 2006",Traralgon (VIC),N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/222714.png,13.0,"Traralgon, Australia",Australia,Draft Eligible in 2029
Bentley Waller,GF,6-4,185,Cal State Bakersfield,Fr,-,Bakersfield (CA),Bakersfield Christian High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Waller_Bentley_csub24.jpg,5.0,"Bakersfield, California",United States,Draft Eligible in 2029
Kadar Waller,PG,5-11,185,Cal State Bakersfield,Sr,-,Bakersfield (CA),Mt. Zion Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Waller_Kadar_mvsu21.jpg,12.0,"Bakersfield, California",United States,Draft Eligible in 2026
Lukas Walls,G,6-5,203,Radford,Jr,-,Knoxville (TN),Webb School of Knoxville,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walls_Lukas_sam24.jpg,24.0,"Knoxville, Tennessee",United States,Draft Eligible in 2027
Nigel Walls,F,6-11,200,Southern Methodist,Fr,-,Houston (TX),St. Francis Episcopal School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/200440.png,22.0,"Houston, Texas",United States,Draft Eligible in 2029
Gavin Walsh,F,6-8,225,UNC Wilmington,Jr,-,Baltimore (MD),Bishop Walsh High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walsh_Gavin_bing24.jpg,22.0,"Baltimore, Maryland",United States,Draft Eligible in 2027
Luke Walsh,G,6-2,185,Southern Illinois,Fr,-,St. Louis (MO),St. John Vianney High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walsh_Luke_siu25.jpg,14.0,"St. Louis, Missouri",United States,Draft Eligible in 2029
Isaiah Walter,F,6-6,200,UMass Lowell,Fr,-,Shelly Beach (NSW),Tuggerah Lakes Secondary College,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walter_Isaiah_umasslow24.jpg,6.0,"Shelly Beach, Australia",Australia,Draft Eligible in 2029
Jack Walter,GF,6-2,190,The Citadel,Fr,-,Honolulu (HI),IMG Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walter_Jack_cit24.jpg,13.0,"Honolulu, Hawaii",United States,Draft Eligible in 2029
Johnnie Walter,F,6-10,215,Pennsylvania,Sr,-,Westlake Village (CA),Hotchkiss School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walter_Johnnie_csun22.jpg,3.0,"Westlake Village, California",United States / Germany,Draft Eligible in 2026
Matt Walter,G,6-3,182,Queens University,Fr,-,Honolulu (HI),IMG Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walter_Matthew_qu25.jpg,23.0,"Honolulu, Hawaii",United States,Draft Eligible in 2029
Sam Walters,C,6-8,230,Southern Methodist,Jr,"Jun 22, 2004",Orlando (FL),The Villages Charter High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walters_Sam_al23.jpg,4.0,"Orlando, Florida",United States,Draft Eligible in 2027
Taj Walters,GF,6-5,217,Northern Illinois,Fr,-,Dallas (TX),Moravian Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/235361.png,6.0,"Dallas, Texas",United States,Draft Eligible in 2029
Trenton Walters,G,5-9,165,Niagara,Jr,-,Frisco (TX),Liberty High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walters_Trenton_rad24.jpg,2.0,"Frisco, Texas",United States,Draft Eligible in 2027
Tai Walters-Whitaker,G,6-3,175,Illinois-Chicago,Sr,-,Flossmoor (IL),Homewood-Flossmoor High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/191525.png,27.0,"Flossmoor, Illinois",United States,Draft Eligible in 2026
Brennan Walton,F,6-7,220,Michigan State,Fr,"May 8, 2006",Okemos (MI),Okemos High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walton_Brennan_msu24.jpg,40.0,"Okemos, Michigan",United States,Draft Eligible in 2029
Colin Walton,F,6-8,225,Michigan State,Fr,"May 8, 2006",Okemos (MI),Okemos High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walton_Colin_msu24.jpg,43.0,"Okemos, Michigan",United States,Draft Eligible in 2029
Jaylan Walton,G,6-2,N/A,Southern Utah,Jr,-,Fresno (CA),Hoover High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/player_photo.jpg,2.0,"Fresno, California",United States,Draft Eligible in 2027
Kyle Waltz,F,6-7,N/A,Miami (OH),Fr,-,Elmhurst (IL),York High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Waltz_Kyle_mioh25.jpg,25.0,"Elmhurst, Illinois",United States,Draft Eligible in 2029
Mike Walz,C,6-11,260,Richmond,Sr,"Oct 15, 2003",Berwyn (PA),Conestoga High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walz_Mike_rich22.jpg,21.0,"Berwyn, Pennsylvania",United States,Draft Eligible in 2026
Barry Wang,PF,6-9,240,San Francisco,Jr,"Apr 3, 2005",Xuzhou,NBA Global Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wang_Barry_usf24.jpg,35.0,"Xuzhou, China",China,Draft Eligible in 2027
Poohpha Warakulnukroh,G,5-11,177,UCF,Sr,-,Bangkok,Montverde Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Warakulnukroh_Poohpha_ucf22.jpg,33.0,"Bangkok, Thailand",Thailand,Draft Eligible in 2026
B.J. Ward,G,6-0,195,Southeast Missouri State,Jr,-,St. Louis (MO),Chaminade College Preparatory School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ward_BJ_semost24.jpg,2.0,"St. Louis, Missouri",United States,Draft Eligible in 2027
Cam Ward,F,6-8,225,Michigan State,Fr,"Oct 30, 2006",Upper Marlboro (MD),Largo High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/216252.png,3.0,"Upper Marlboro, Maryland",United States,Draft Eligible in 2029
Cayden Ward,GF,6-5,185,Cal Poly,So,-,Stockton (CA),St. Mary's High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ward_Cayden_calpoly24.jpg,14.0,"Stockton, California",United States,Draft Eligible in 2028
Derrius Ward,PG,6-6,205,Grambling State,Sr,-,Philadelphia (PA),St. Thomas More School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ward_Derrius_las20.jpg,0.0,"Philadelphia, Pennsylvania",United States,Draft Eligible in 2027
Hudson Ward,SF,6-7,220,Western Michigan,So,"Jul 12, 2005",Leduc,Western Canada Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ward_Hudson_psu24.jpg,8.0,"Leduc, Canada",Canada,Draft Eligible in 2028
Joshua Ward,G,6-1,185,Cal State Fullerton,Sr,-,Memphis (TN),The Skill Factory,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ward_Joshua_csuf25.jpg,3.0,"Memphis, Tennessee",United States,Draft Eligible in 2026
"Reggie Ward, Jr.",F,6-6,230,Bethune-Cookman,Sr,-,Chicago (IL),Curie Metropolitan High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ward_Reggie_bc24.jpg,15.0,"Chicago, Illinois",United States,Draft Eligible in 2026
Tyrell Ward,GF,6-6,195,VCU,Jr,"Jul 27, 2003",Washington (DC),DeMatha Catholic High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ward_Tyrell_lsu22.jpg,15.0,"Washington, District of Columbia",United States,Draft Eligible in 2027
Gevonte Ware,F,6-9,255,Rutgers,Fr,-,Roosevelt (NY),1 of 1 Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ware_Gevonte_rut25.jpg,15.0,"Roosevelt, New York",United States,Draft Eligible in 2029
Trejon Ware,PG,5-9,N/A,Arkansas-Pine Bluff,Sr,-,Pearland (TX),Pearland High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ware_Trejon_uapb22.jpg,0.0,"Pearland, Texas",United States,Draft Eligible in 2026
Jalen Warley,PG,6-7,205,Gonzaga,Sr,"Feb 9, 2003",Philadelphia (PA),Westtown School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Warley_Jalen_fsu21.jpg,8.0,"Philadelphia, Pennsylvania",United States,Draft Eligible in 2026
Dylan Warlick,PF,6-5,210,Saint Louis,So,-,Edmond (OK),Edmond North High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Warlick_Dylan_stl24.jpg,33.0,"Edmond, Oklahoma",United States,Draft Eligible in 2028
Dellquan Warren,PG,6-2,185,Mississippi State,So,"May 6, 2005",Geneva (OH),Our Saviour Lutheran School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Warren_Dellquan_mst4.jpg,1.0,"Geneva, Ohio",United States,Draft Eligible in 2028
Gabe Warren,F,6-6,214,Holy Cross,Jr,-,Plano (TX),John Paul II High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Warren_Gabe_rice24.jpg,21.0,"Plano, Texas",United States,Draft Eligible in 2027
Yesan Warren,G,6-1,N/A,Cal State Fullerton,So,-,Baltimore (MD),Knoxville Catholic High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Warren_Yesan_csuf25.jpg,5.0,"Baltimore, Maryland",United States,Draft Eligible in 2028
Darius Washington III,GF,6-5,198,Kennesaw State,Fr,-,Orlando (FL),Edgewater High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Darius_ksu25.jpg,3.0,"Orlando, Florida",United States,Draft Eligible in 2029
George Washington III,G,6-2,195,Florida Gulf Coast,Jr,"Dec 19, 2003",Houston (TX),Chaminade-Julienne High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_George_mich23.jpg,10.0,"Houston, Texas",United States,Draft Eligible in 2027
Andre Washington,G,5-11,180,Eastern Illinois,Sr,-,Staten Island (NY),Williston Northhampton High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Andre_liu21.jpg,4.0,"Staten Island, New York",United States,Draft Eligible in 2026
B.B. Washington,F,6-5,N/A,Florida Gulf Coast,So,-,Dayton (OH),Chaminade-Julienne High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_BB_fgc24.jpg,8.0,"Dayton, Ohio",United States,Draft Eligible in 2028
Corey Washington,F,6-6,190,Southern Methodist,Sr,-,North Little Rock (AR),North Little Rock High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Corey_sp22.jpg,3.0,"North Little Rock, Arkansas",United States,Draft Eligible in 2026
Dallas Washington,F,6-10,195,Long Beach State,Fr,-,Redwood City (CA),Santa Margarita Catholic High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/211523.png,3.0,"Redwood City, California",United States,Draft Eligible in 2029
Hassan Washington,F,6-8,240,Northern Illinois,Jr,-,Providence (RI),N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/230654.png,7.0,"Providence, Rhode Island",United States,Draft Eligible in 2027
Isaiah Washington,SG,6-5,185,Northern Illinois,Fr,-,Winston-Salem (NC),Winston Salem Christian School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Isaiah_uncg24.jpg,11.0,"Winston-Salem, North Carolina",United States,Draft Eligible in 2029
Jalen Washington,C,6-10,240,Vanderbilt,Sr,"Feb 21, 2004",Gary (IN),West Side High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Jalen_unc23.jpg,13.0,"Gary, Indiana",United States,Draft Eligible in 2026
Jaylen Washington,G,5-10,166,Texas-RGV,So,-,Dallas (TX),Lake Highlands High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Jaylen_trgv24.jpg,2.0,"Dallas, Texas",United States,Draft Eligible in 2028
"Jermaine Washington, Jr.",G,6-1,180,San Jose State,So,-,Moreno Valley (CA),Rancho Verde High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Jermaine_sjsu24.jpg,13.0,"Moreno Valley, California",United States,Draft Eligible in 2028
"Rashund Washington, Jr.",F,6-5,185,Illinois-Chicago,Fr,-,Dublin (GA),East Laurens High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/253920.png,5.0,"Dublin, Georgia",United States,Draft Eligible in 2029
"Teddy Washington, Jr.",G,6-2,175,Chattanooga,Sr,-,Blytheville (AR),Blytheville High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Tedrick_txamcc24.jpg,10.0,"Blytheville, Arkansas",United States,Draft Eligible in 2026
Kaleb Washington,F,6-8,210,Florida A&M,Sr,-,Mableton (GA),Pebblebrook High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Kaleb_day22.jpg,10.0,"Mableton, Georgia",United States,Draft Eligible in 2026
Lamar Washington,SG,6-4,200,Georgia Tech,Sr,"Aug 6, 2003",Portland (OR),AZ Compass Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Lamar_txtech22.jpg,1.0,"Portland, Oregon",United States,Draft Eligible in 2026
Scotty Washington,G,6-4,180,High Point,Sr,-,Bellflower (CA),St. John Bosco High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Scotty_cbu21.jpg,12.0,"Bellflower, California",United States,Draft Eligible in 2026
Solomon Washington,F,6-7,220,Maryland,Sr,"Jan 1, 2003",New Orleans (LA),Carver High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Solomon_txam22.jpg,9.0,"New Orleans, Louisiana",United States,Draft Eligible in 2026
Tank Washington,F,6-7,210,North Alabama,Jr,-,Panama City (FL),Bay High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/230260.png,0.0,"Panama City, Florida",United States,Draft Eligible in 2027
Tru Washington,G,6-4,205,Miami (FL),Jr,"Mar 13, 2004",Phoenix (AZ),AZ Compass Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Washington_Tru_nm24.jpg,10.0,"Phoenix, Arizona",United States,Draft Eligible in 2027
Jacob Wassler,C,6-11,230,Bellarmine,Fr,-,Cincinnati (OH),St. Xavier High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/250234.png,44.0,"Cincinnati, Ohio",United States,Draft Eligible in 2029
Jordan Watford,F,6-5,180,Queens University,Fr,-,Lancaster (SC),Lancaster High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/216558.png,0.0,"Lancaster, South Carolina",United States,Draft Eligible in 2029
